"X","Bintang","Pengguna","Komen","Tanggal"
491,"Rated 5 stars out of five stars","Sunshine Glory","Ini pertama kali saya belanja di SAYUR BOX, pesanan datang sesuai order. Barang2 yg saya beli dtg dlm kondisi segar. Saya beli tahu, pakcoy, mangga harum manis, jeruk shantang, tomat juga beras..dan..senang sekali dikasih bonus 1 buah pepaya..😁👍👌😁 Jam kedatangan belanjaan juga sesuai waktu yg sy...
Full Review",2019-11-30
492,"Rated 5 stars out of five stars","Aditya Ramadhan","Sayur2annya bener2 fresh. Makanan minuman jg enak. Dan sehat!",2019-12-30
493,"Rated 5 stars out of five stars","Fajar Tri Atmojo","Barang sampai sesuai pesanan..",2020-01-08
494,"Rated 5 stars out of five stars","Helga Inneke","Praktis & harga bersaing.",2019-12-20
495,"Rated 5 stars out of five stars","Z Ashri","Bagus2 banget pilihannya",2020-01-13
496,"Rated 5 stars out of five stars","islah yunia","Lebih banyak promonya",2020-02-06
497,"Rated 5 stars out of five stars","Mohammad Irwan","Puas!",2019-12-13
498,"Rated 5 stars out of five stars","Dian Meirina","Pelayanannya ok.",2019-12-21
499,"Rated 5 stars out of five stars","Satrya Fatih Fajri","Best buat mesen buah dan sayuran",2020-01-25
500,"Rated 5 stars out of five stars","Anas Fahreza","Love Sayurbox. Belanja mudah, murah, mewah :-*",2020-01-18
501,"Rated 5 stars out of five stars","Sisi Sasa","Langganan niih",2020-01-18
502,"Rated 5 stars out of five stars","Indah Subiaktuti","Sangat memuaskan",2019-12-31
503,"Rated 5 stars out of five stars","Novika Dewi","Recomen banget",2019-12-20
504,"Rated 5 stars out of five stars","Devia Marina","Mantap bener",2020-01-09
505,"Rated 5 stars out of five stars","wenita Indrasari","Reliable! Thanks🤗",2020-01-08
506,"Rated 5 stars out of five stars","Ben-Yada Remals","Great job!",2019-12-18
507,"Rated 5 stars out of five stars","Fay Fay","Great app!!",2019-12-19
508,"Rated 5 stars out of five stars","Mama Jasmine","Aplikasinya helpfull bgt",2019-12-26
509,"Rated 5 stars out of five stars","soto betawi","nicw",2020-01-15
510,"Rated 5 stars out of five stars","Notarisgetri permatasari","Kerem",2019-12-10
511,"Rated 5 stars out of five stars","Mac Mc","Oke",2019-12-15
512,"Rated 5 stars out of five stars","Intan Aulia","Bagus",2019-12-18
513,"Rated 5 stars out of five stars","Nisrina Zerlinda","Manteppppppp",2019-12-31
514,"Rated 4 stars out of five stars","Frissia Chicha","Ok",2019-12-28
515,"Rated 5 stars out of five stars","My Dolanan","Gooooodddd",2020-01-05
516,"Rated 5 stars out of five stars","wanti annurria","Oke",2020-01-03
517,"Rated 5 stars out of five stars","Ingrid Tjong","Mantapp",2020-01-04
518,"Rated 3 stars out of five stars","Bela Kimyastutik","Ggggg",2020-01-10
519,"Rated 5 stars out of five stars","dian kono","Ok",2020-01-09
520,"Rated 5 stars out of five stars","Viola Saragi","Ok",2020-01-12
521,"Rated 5 stars out of five stars","mudrik nazari","Ok",2020-01-13
522,"Rated 5 stars out of five stars","Yuftara rosyana","Good quality 👍👍",2019-12-05
523,"Rated 5 stars out of five stars","Aley Sha","awesome!!",2020-01-25
524,"Rated 5 stars out of five stars","puji andaru seno","Great!!!",2020-01-02
525,"Rated 4 stars out of five stars","Tiya Inggriyani","👍",2020-01-04
526,"Rated 5 stars out of five stars","Fauziah Assegaff","great application",2019-12-09
527,"Rated 5 stars out of five stars","muhammad halilintar","very good",2019-12-13
528,"Rated 5 stars out of five stars","Dwi JSanadji","Great Service",2019-12-20
529,"Rated 5 stars out of five stars","Mohamad Fahrurozi","Helpfull apps",2019-12-17
530,"Rated 5 stars out of five stars","Sarmad Aliqabi","Its better",2019-12-25
531,"Rated 5 stars out of five stars","Bukti Siregar","great app",2019-12-29
532,"Rated 5 stars out of five stars","Vandu Wijaya","Good service",2019-12-19
533,"Rated 5 stars out of five stars","Daniel Youviansa","Nice app",2020-01-02
534,"Rated 5 stars out of five stars","Elisabet Ningsih","Very satisfying",2020-01-03
535,"Rated 5 stars out of five stars","Dicky Santoso","Good service",2020-01-14
536,"Rated 5 stars out of five stars","Ayuningtyas Kusumawati","Good app",2020-01-27
537,"Rated 5 stars out of five stars","dian anggraini","Good app",2020-02-02
538,"Rated 5 stars out of five stars","Jiejie R","Good.",2020-01-28
539,"Rated 4 stars out of five stars","Chrissyllia Untung","Niceeee",2019-11-27
540,"Rated 5 stars out of five stars","Sisca Christ","Love it",2019-12-03
541,"Rated 5 stars out of five stars","HasaN CHAIRULLAH","Nice",2019-12-08
542,"Rated 5 stars out of five stars","wiendy andriani","Great",2019-12-11
543,"Rated 5 stars out of five stars","Jul Hussein","good",2019-12-13
544,"Rated 5 stars out of five stars","Iman Santoso","Reliable",2019-12-16
545,"Rated 5 stars out of five stars","Dian Sardini","Good",2019-12-16
546,"Rated 5 stars out of five stars","Sari Cresentya","good",2019-12-19
547,"Rated 5 stars out of five stars","Niken Widyastuti","Good",2019-12-25
548,"Rated 5 stars out of five stars","Ratih Wija","Good",2019-12-25
549,"Rated 5 stars out of five stars","Ike Riandari","Amazing",2019-12-21
550,"Rated 5 stars out of five stars","Ocnova Kaawoan","Good",2020-01-08
551,"Rated 5 stars out of five stars","Juli Setyawan","Good",2020-01-13
552,"Rated 4 stars out of five stars","Qonita Lillah","Great",2020-01-09
553,"Rated 5 stars out of five stars","欧菲菲Fifi","Great",2020-01-15
554,"Rated 4 stars out of five stars","atika soraya","Good",2020-01-20
555,"Rated 5 stars out of five stars","Gaby Lumbantoruan","Pertama kali belanja dapet free Mango..super enak, buahnya fresh semua, packaging lucuk pake paper bag yang nggak gampang sobek..free ongkir belanja 100 rb...sering2 promo dongs ya 👌🤗",2019-11-27
556,"Rated 5 stars out of five stars","utami octavianne","Tolong diperluas dong untuk wilayahnya di bagian bekasi masukkan cikarang utara, saya sebagai mahasiswi yang tinggal di asrama sangat membutuhkan aplikasi ini",2019-11-27
557,"Rated 5 stars out of five stars","Dieni Septiani","Udah kali ke2 belanja di sayurbox, alhamdulilah puas sama belanjaannya.. bagus2 maa syaa Allah.. semoga semakin baik lagi kedepan.. Aamiin Ya Rabb",2019-12-05
558,"Rated 5 stars out of five stars","Nafiah 19","Sangat recommended, buah sayur dan produk2nya segar. Pengiriman lancar dan tepat waktu. Terima kasih sayurbox",2019-11-30
559,"Rated 5 stars out of five stars","Sherly Silvia","beli buah dan sayur segar dengan mudah dan cepat.",2019-12-05
560,"Rated 5 stars out of five stars","Aminingrum Aminingrum","mantap bisa pesen buah secara mudah .... segar dan sesuai jadual pengantaran",2019-12-12
561,"Rated 5 stars out of five stars","Putri Sukmasari","Lebih enak dilihat karena ada fitur chat nya",2019-11-29
562,"Rated 5 stars out of five stars","Rani K","Makasih sudah memudahkan berbelanja sayur dan buah! 🥰",2019-11-26
563,"Rated 5 stars out of five stars","Sri Kumalasari Santoso","Puas sekali buahnya seger2 pelayananya ok bgt.",2019-11-25
564,"Rated 5 stars out of five stars","Budiyanto Prawira","Mantap ya, pesennya jauh lebih mudah",2019-11-26
565,"Rated 5 stars out of five stars","Farra Emilia","Buahnya seger2 alpukat nya oke mantul pokoknya😍😍",2019-12-17
566,"Rated 5 stars out of five stars","Joy to the World","Support banget buat hidup sehat",2019-11-26
567,"Rated 5 stars out of five stars","Maria Barnomo","Sayur segar. Pengiriman tepat waktu",2019-11-28
568,"Rated 5 stars out of five stars","Martin Prasetyo","Bagus sesuai harapan",2019-12-13
569,"Rated 5 stars out of five stars","faiqoh nursm","Murah dan fresh semua buah dan sayur2an nya",2019-11-24
570,"Rated 5 stars out of five stars","Valiant Billy","Bagus",2019-11-26
571,"Rated 5 stars out of five stars","Poppy Sibarani","So helpful",2019-11-27
572,"Rated 4 stars out of five stars","Dwina Kardita","Good job",2019-12-06
573,"Rated 5 stars out of five stars","Nur Pratiwi","Love",2019-11-27
574,"Rated 5 stars out of five stars","rani nur aini","good",2019-11-29
575,"Rated 5 stars out of five stars","Ratri Rizki Dewi","nice",2019-12-02
576,"Rated 5 stars out of five stars","Roscarlin Fatmawati","Pesen bahan masak dan makanan sehat jadi lebih mudah walaupun lagi sibuk banget, tinggal tunggu dianterin. Ternyata rata-rata bahan makannya pun hasil panen dari petani lokal. Plus sangat minim pakai plastik. TOP banget, makasih Sayur Box!",2020-01-28
577,"Rated 1 stars out of five stars","Wuri Handayani","pelayanan yang sangat2 buruk... saya pesan dari 2 hari lalu, dan di hr a eta 12:00-16:00 sampai sekarang belum sampai jg.. dan respon chat sangat lambat dan saya hanya mendapatkan jawaban yang sama.. , acara saya gagal semua .. harusnya masakan sdh selsai sore.. ini jam segini saya belum mendapatkan...
Full Review",2019-11-10
578,"Rated 5 stars out of five stars","Fransiska H","Mudah sekali belanja disini. Harganya juga bersaing dg pasar2 modern. Plus ada promo2 CC/gopay jadi makin murah. Lalu yg paling keren ada opsi untuk belanja tanpa plastik. Keep up 👍",2019-11-23
579,"Rated 5 stars out of five stars","Nunung Widyowati","Mempermudah memenuhi kebutuhan sayur dan buah segar bagi saya yang begitu sibuk. Jadi tidak perlu repot ke pasar. Sangat membantu sekali... Top aplikasinya",2019-11-27
580,"Rated 4 stars out of five stars","Meita Dewi","aplikasi suka error. saat checkout kadang2 produk nya bbrp hilang",2019-11-04
581,"Rated 1 stars out of five stars","Riskha Utami","Kalau klik search baru mau ngetik langsung ketutup otomatis, sudah coba berkali-kali dgn hasil yg sama. Lalu mau klik barang yg diinginkan untuk melihat deskripsi lebih jelas juga langsung ketutup aplikasinya. Update untuk jadi lebih jelek kayanya",2019-10-28
582,"Rated 5 stars out of five stars","Sonia Rosyadi","Belanja sayur dan buah jadi lebih mudah apalagi untuk karyawan seperti saya yang waktunya pasti abis di kantor sm di jalan, mau belanja mingguan di supermarket aja mager, lebih enak di sayur box tinggal pencet2 lagsung meluncur..",2019-11-24
583,"Rated 5 stars out of five stars","Yola Soegiarto","Pengiriman tepat waktu, barang berkualitas, chat customer service responsive, semoga dipertahankan free deliverynya karena sangat membantu dan menarik, tentunya akan sering2 belanja disini :) Masukan: perbanyak lagi yaa varian produknya.",2019-10-28
584,"Rated 5 stars out of five stars","Gregoria Cindy","Suka banget sama sayur box, sayuran dan buahnya seger2, ngga perlu cape2 angkat2 belanjaan buah n sayuran lg kaya biasanya. Sama sayur box tinggal klik klik klik, langsung sampe deh didepan rumah...Makasih banyak sayur box.",2019-11-07
585,"Rated 5 stars out of five stars","Irfani Irmasanti","Selalu suka belanja di sayurbox, no more hustle pergi ke pasar atau supermarket lagi yang ujung2nya selalu ada aja yg dibeli selain yg ada di list 😁",2019-11-17
586,"Rated 5 stars out of five stars","BlackShiya","Sebagai milenial yang jarang ke pasar ini bagus banget kalo kita sibuk, walaupun kadang jatohnya lebih mahal dibanding ke tukang sayur tapi kualitas lebih unggul imo. Sukses terus ya semoga bisa terus ekspansi dan membantu local farmer!",2019-10-30
587,"Rated 5 stars out of five stars","tiara maulyna","Pertama kali order dan puas bangettt! Semua buah dan sayur dalam keadaan segar, packing juga baikk.. Dapat tambahan bonus juga free cherry apel, makasih yaa QC oke 👍🏻",2019-11-19
588,"Rated 1 stars out of five stars","Ratna Maulidiyah","Di awal milih pengiriman Jabodetabek. Kirain bisa antar seluruh area Jabodetabek. Sudah milih-milih belanjaan banyak, eh pas checkout baru tahu kecamatan saya gak ada di pilihan. Jadi buang-buang waktu. Harusnya dari awal suruh ngisi alamat dulu. Mengecewakan jadinya kalo udah milih belanjaan terus ...
Full Review",2019-11-18
589,"Rated 2 stars out of five stars","Ardi Yudistira","Untuk sayur bagus tapi mangga yang dikirim sebagian sudah mau busuk dan jeruk asam. Saya tidak bisa merekomendasikan sayurbox kepada orang lain.",2019-11-23
590,"Rated 5 stars out of five stars","Revy Anggriani","Aplikasi yang sangat membantu dalam memenuhi kebutuhan nutrisi seseorang tanpa harus ke Mal/Supermarket. Aplikasi mudah digunakan, variasi buah dan sayur banyak.",2019-11-12
591,"Rated 5 stars out of five stars","Ellena Rosmayanti","jujur, beli buah disini lebih seger + mulus dr pda di warung sayur kompleks. lengkap pula. dan harganya jg ga mahal. 😁",2019-11-21
592,"Rated 5 stars out of five stars","Sera Aldila","Simple, easy belum pernah ada problem beli di sayurbox .. aplikasinya juga enteng dan user interface nya juga enak..",2019-11-24
593,"Rated 1 stars out of five stars","Riyandini Siswi","Pesanan dibatalkan krn area tidak tercover padahal sebelumnya sudah pernah 2x order dan lancar2 aja. Sungguh ku kecewa.",2019-11-15
594,"Rated 5 stars out of five stars","Louisa Ruslim","Sangat membantu ibu2 jaman now yg ga punya waktu keluar belanja, cukup klik aja .. buah2annya pun seger2 👍",2019-12-14
595,"Rated 5 stars out of five stars","nurani dewi","terimakasih sayurbox bonusnya ga tanggung2 🍋🍋🍋,, udah mah free ongkir, kualitasnya okebgt, sudah pasti reorder lah yaa, hhehe.. stok sayur & buah sepekan kedepan aamaan.. 😊😊",2019-11-26
596,"Rated 5 stars out of five stars","Jaya Widya","Sayurannya fresh banget, tiba sesuai jadwal. GRATIS ONGKIR karena pesan 100 ribu. Terus dapet bonus alpukat sekeranjang. Mantap",2019-11-06
597,"Rated 5 stars out of five stars","yasmin nurul","App terbaik untuk belanja sayur Dan buah""an online. Ditambah dengan semua promonya. Sejauh ini belanja disini semuanya selalu Segar.",2020-01-26
598,"Rated 5 stars out of five stars","maria ulfa","Pengalaman pertama sedikit galau krn verifikasi pembayaran yg terhambat oleh jaringan, tapi overall memuaskan krn harga barang murah, admin ramah dan respon yg cepat ketika di chat, barang2 mutunya bagus, kemasan ramah lingkungan dan di packing rapih dan bagus serta di antarnya tepat waktu. Terima k...
Full Review",2019-11-08
599,"Rated 5 stars out of five stars","Fitria Cahyaningrum","Lengkap, banyak pilihan, dan suka ada promo tiap harinya..yg dikirim juga buahnya dalam kondisi udah mateng, sukses terus..",2019-10-31
600,"Rated 5 stars out of five stars","Sandi Arsyie","Aplikasinya mudah digunakan, pengiriman sesuai jadwal, produk segar segar, dan buahnya manis2 no tipu2.. bakal sering belanja dsini kayaknya..",2019-11-02
601,"Rated 5 stars out of five stars","Desti Tia","MasyaAllah keren. Ini mah pasar online namanya, memudahkan buat emak2 yg sulit pergi ke pasar karena suatu hal. Harga nya juga sama aja sperti saya blanja di pasar. Free ongkir juga, terimakasih untuk segala kemudahannya. Smoga bisa melebarkan sayap k sumatera krn banyak temen2 saya yg tanya dan ber...
Full Review",2019-11-07
602,"Rated 5 stars out of five stars","Amanda Apriliani","Aplikasi yang bagus... kualitas buah terjaminn... dan fresh... sangat membantu..dan praktis penggunaannya.. terima kasih aplikasi yang sangat disarankan untuk di download",2019-11-23
603,"Rated 4 stars out of five stars","christiovalni massora","keren bgt. Sangat membantu. Tp ada 1 apel pas dibuka busuk di dalam tp dluar cantik",2019-11-15
604,"Rated 2 stars out of five stars","Ghina Almira Salsabila","User interface ok tpi aplikasinya sering eror tidak bisa dibuka walaupun sudah restart dn reinstall",2019-10-16
605,"Rated 1 stars out of five stars","Wild Flower","Kecewa banget sama Sayurbox, informasi mengenai barang yg di refund diketahui pas hari H, saya pesen Semangka 2 buah di hari Minggu malam, besoknya temen kost saya pesen juga dengan jadwal pengataran dan jam yang sama di alamat yang sama, Orderan temen saya nyampe duluan dan buah2nya lengkap, ordera...
Full Review",2019-11-19
606,"Rated 5 stars out of five stars","Tevismart Diary","Mencari sayuran organik mjd lbh mudah. Pastikan sayuran yg dikirim bersih dan bagus ya ;)",2019-11-28
607,"Rated 5 stars out of five stars","Tari Micheryl","Sayurbox tdk pernah mengecewakan,produknya slalu fresh Dan pebgiriman slalu tepat waktu,trimakasih sayurbox,sukses trus..",2019-11-04
608,"Rated 5 stars out of five stars","Tia Yulistiani Muis","Pertama kali pesan di sayurbox, buah dan sayurnya segar2 sekali. Terimakasih",2019-11-12
609,"Rated 5 stars out of five stars","Pinky Meutia","Pengiriman cepat, sayur dan buah sesuai pesanan, segar dan dikemas dengan apik. Bravo",2019-12-13
610,"Rated 5 stars out of five stars","nurul masriyah","Sangat membantu buat saya yang berperan double, IRT iyah wanita karir iyah.. 🤭",2019-11-27
